ACTION: Player1 | {FV | dRot: 0, dMovX: 6, dMovY: 6, vX: 0, vY: 0, DP: 0, dDP: 0, distObst: 8, HP: 20, TC: 1, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0813169, vX: 0, vY: 2.54115, DP: 0, dDP: 0, distObst: 7.19585, HP: 20, TC: 16, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0813169, vX: 0, vY: 2.54115, DP: 0, dDP: 0, distObst: 18.1958, HP: 20, TC: 16, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.083425, vX: 0, vY: 2.60703, DP: 0, dDP: 0, distObst: 7.11243, HP: 20, TC: 17, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.083425, vX: 0, vY: 2.60703, DP: 0, dDP: 0, distObst: 18.1124, HP: 20, TC: 17, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0853224, vX: 0, vY: 2.66633, DP: 0, dDP: 0, distObst: 7.0271, HP: 20, TC: 18, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0853224, vX: 0, vY: 2.66633, DP: 0, dDP: 0, distObst: 18.0271, HP: 20, TC: 18, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0870304, vX: 0, vY: 2.7197, DP: 0, dDP: 0, distObst: 6.94007, HP: 20, TC: 19, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0870304, vX: 0, vY: 2.7197, DP: 0, dDP: 0, distObst: 17.9401, HP: 20, TC: 19, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0885673, vX: 0, vY: 2.76773, DP: 0, dDP: 0, distObst: 6.85151, HP: 20, TC: 20, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0885673, vX: 0, vY: 2.76773, DP: 0, dDP: 0, distObst: 17.8515, HP: 20, TC: 20, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0899506, vX: 0, vY: 2.81095, DP: 0, dDP: 0, distObst: 6.76155, HP: 20, TC: 21, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0899506, vX: 0, vY: 2.81095, DP: 0, dDP: 0, distObst: 17.7616, HP: 20, TC: 21, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0911956, vX: 0, vY: 2.84986, DP: 0, dDP: 0, distObst: 6.67036, HP: 20, TC: 22, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0911956, vX: 0, vY: 2.84986, DP: 0, dDP: 0, distObst: 17.6704, HP: 20, TC: 22, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0923162, vX: 0, vY: 2.88487, DP: 0, dDP: 0, distObst: 6.57804, HP: 20, TC: 23, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0923162, vX: 0, vY: 2.88487, DP: 0, dDP: 0, distObst: 17.578, HP: 20, TC: 23, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0933242, vX: 0, vY: 2.91639, DP: 0, dDP: 0, distObst: 6.48472, HP: 20, TC: 24, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0933242, vX: 0, vY: 2.91639, DP: 0, dDP: 0, distObst: 17.4847, HP: 20, TC: 24, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0942321, vX: 0, vY: 2.94475, DP: 0, dDP: 0, distObst: 6.39049, HP: 20, TC: 25, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0942321, vX: 0, vY: 2.94475, DP: 0, dDP: 0, distObst: 17.3905, HP: 20, TC: 25, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0950489, vX: 0, vY: 2.97027, DP: 0, dDP: 0, distObst: 6.29544, HP: 20, TC: 26, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0950489, vX: 0, vY: 2.97027, DP: 0, dDP: 0, distObst: 17.2954, HP: 20, TC: 26, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0957837, vX: 0, vY: 2.99325, DP: 0, dDP: 0, distObst: 6.19965, HP: 20, TC: 27, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0957837, vX: 0, vY: 2.99325, DP: 0, dDP: 0, distObst: 17.1997, HP: 20, TC: 27, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0964456, vX: 0, vY: 3.01392, DP: 0, dDP: 0, distObst: 6.10321, HP: 20, TC: 28, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0964456, vX: 0, vY: 3.01392, DP: 0, dDP: 0, distObst: 17.1032, HP: 20, TC: 28, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0970411, vX: 0, vY: 3.03253, DP: 0, dDP: 0, distObst: 6.00617, HP: 20, TC: 29, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0970411, vX: 0, vY: 3.03253, DP: 0, dDP: 0, distObst: 17.0062, HP: 20, TC: 29, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0975766, vX: 0, vY: 3.04928, DP: 0, dDP: 0, distObst: 5.90859, HP: 20, TC: 30, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0975766, vX: 0, vY: 3.04928, DP: 0, dDP: 0, distObst: 16.9086, HP: 20, TC: 30, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0980587, vX: 0, vY: 3.06435, DP: 0, dDP: 0, distObst: 5.81053, HP: 20, TC: 31, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0980592, vX: 0, vY: 3.06435, DP: 0, dDP: 0, distObst: 16.8105, HP: 20, TC: 31, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0984936, vX: 0, vY: 3.07791, DP: 0, dDP: 0, distObst: 5.71204, HP: 20, TC: 32, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0984931, vX: 0, vY: 3.07791, DP: 0, dDP: 0, distObst: 16.712, HP: 20, TC: 32, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0988836, vX: 0, vY: 3.09012, DP: 0, dDP: 0, distObst: 5.61315, HP: 20, TC: 33, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0988841, vX: 0, vY: 3.09012, DP: 0, dDP: 0, distObst: 16.6132, HP: 20, TC: 33, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0992355, vX: 0, vY: 3.10111, DP: 0, dDP: 0, distObst: 5.51392, HP: 20, TC: 34, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0992355, vX: 0, vY: 3.10111, DP: 0, dDP: 0, distObst: 16.5139, HP: 20, TC: 34, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0995522, vX: 0, vY: 3.111, DP: 0, dDP: 0, distObst: 5.41437, HP: 20, TC: 35, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0995522, vX: 0, vY: 3.111, DP: 0, dDP: 0, distObst: 16.4144, HP: 20, TC: 35, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0998363, vX: 0, vY: 3.1199, DP: 0, dDP: 0, distObst: 5.31453, HP: 20, TC: 36, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.0998368, vX: 0, vY: 3.1199, DP: 0, dDP: 0, distObst: 16.3145, HP: 20, TC: 36, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100093, vX: 0, vY: 3.12791, DP: 0, dDP: 0, distObst: 5.21444, HP: 20, TC: 37, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100093, vX: 0, vY: 3.12791, DP: 0, dDP: 0, distObst: 16.2144, HP: 20, TC: 37, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100324, vX: 0, vY: 3.13512, DP: 0, dDP: 0, distObst: 5.11411, HP: 20, TC: 38, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100324, vX: 0, vY: 3.13512, DP: 0, dDP: 0, distObst: 16.1141, HP: 20, TC: 38, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100532, vX: 0, vY: 3.14161, DP: 0, dDP: 0, distObst: 5.01358, HP: 20, TC: 39, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100532, vX: 0, vY: 3.14161, DP: 0, dDP: 0, distObst: 16.0136, HP: 20, TC: 39, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100718, vX: 0, vY: 3.14745, DP: 0, dDP: 0, distObst: 4.91286, HP: 20, TC: 40, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100718, vX: 0, vY: 3.14745, DP: 0, dDP: 0, distObst: 15.9129, HP: 20, TC: 40, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100886, vX: 0, vY: 3.1527, DP: 0, dDP: 0, distObst: 4.81198, HP: 20, TC: 41, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.100886, vX: 0, vY: 3.1527, DP: 0, dDP: 0, distObst: 15.812, HP: 20, TC: 41, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101038, vX: 0, vY: 3.15743, DP: 0, dDP: 0, distObst: 4.71094, HP: 20, TC: 42, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101038, vX: 0, vY: 3.15743, DP: 0, dDP: 0, distObst: 15.7109, HP: 20, TC: 42, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101174, vX: 0, vY: 3.16169, DP: 0, dDP: 0, distObst: 4.60977, HP: 20, TC: 43, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101174, vX: 0, vY: 3.16169, DP: 0, dDP: 0, distObst: 15.6098, HP: 20, TC: 43, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101296, vX: 0, vY: 3.16552, DP: 0, dDP: 0, distObst: 4.50847, HP: 20, TC: 44, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101296, vX: 0, vY: 3.16552, DP: 0, dDP: 0, distObst: 15.5085, HP: 20, TC: 44, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101407, vX: 0, vY: 3.16897, DP: 0, dDP: 0, distObst: 4.40706, HP: 20, TC: 45, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101407, vX: 0, vY: 3.16897, DP: 0, dDP: 0, distObst: 15.4071, HP: 20, TC: 45, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101506, vX: 0, vY: 3.17207, DP: 0, dDP: 0, distObst: 4.30556, HP: 20, TC: 46, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101506, vX: 0, vY: 3.17207, DP: 0, dDP: 0, distObst: 15.3056, HP: 20, TC: 46, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101596, vX: 0, vY: 3.17486, DP: 0, dDP: 0, distObst: 4.20396, HP: 20, TC: 47, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101595, vX: 0, vY: 3.17486, DP: 0, dDP: 0, distObst: 15.204, HP: 20, TC: 47, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101676, vX: 0, vY: 3.17738, DP: 0, dDP: 0, distObst: 4.10228, HP: 20, TC: 48, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101676, vX: 0, vY: 3.17738, DP: 0, dDP: 0, distObst: 15.1023, HP: 20, TC: 48, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101748, vX: 0, vY: 3.17964, DP: 0, dDP: 0, distObst: 4.00054, HP: 20, TC: 49, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101748, vX: 0, vY: 3.17964, DP: 0, dDP: 0, distObst: 15.0005, HP: 20, TC: 49, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101813, vX: 0, vY: 3.18168, DP: 0, dDP: 0, distObst: 3.89872, HP: 20, TC: 50, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101814, vX: 0, vY: 3.18168, DP: 0, dDP: 0, distObst: 14.8987, HP: 20, TC: 50, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101872, vX: 0, vY: 3.18351, DP: 0, dDP: 0, distObst: 3.79685, HP: 20, TC: 51, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101872, vX: 0, vY: 3.18351, DP: 0, dDP: 0, distObst: 14.7969, HP: 20, TC: 51, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101925, vX: 0, vY: 3.18516, DP: 0, dDP: 0, distObst: 3.69493, HP: 20, TC: 52, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101925, vX: 0, vY: 3.18516, DP: 0, dDP: 0, distObst: 14.6949, HP: 20, TC: 52, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101973, vX: 0, vY: 3.18664, DP: 0, dDP: 0, distObst: 3.59295, HP: 20, TC: 53, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.101973, vX: 0, vY: 3.18664, DP: 0, dDP: 0, distObst: 14.593, HP: 20, TC: 53, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102015, vX: 0, vY: 3.18798, DP: 0, dDP: 0, distObst: 3.49094, HP: 20, TC: 54, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102015, vX: 0, vY: 3.18798, DP: 0, dDP: 0, distObst: 14.4909, HP: 20, TC: 54, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102054, vX: 0, vY: 3.18918, DP: 0, dDP: 0, distObst: 3.38888, HP: 20, TC: 55, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102054, vX: 0, vY: 3.18918, DP: 0, dDP: 0, distObst: 14.3889, HP: 20, TC: 55, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102088, vX: 0, vY: 3.19026, DP: 0, dDP: 0, distObst: 3.2868, HP: 20, TC: 56, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102088, vX: 0, vY: 3.19026, DP: 0, dDP: 0, distObst: 14.2868, HP: 20, TC: 56, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: Player1 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102119, vX: 0, vY: 3.19124, DP: 0, dDP: 0, distObst: 3.18468, HP: 20, TC: 57, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
ACTION: player0 | {FV | dRot: 0, dMovX: 0, dMovY: 0.102119, vX: 0, vY: 3.19124, DP: 0, dDP: 0, distObst: 14.1847, HP: 20, TC: 57, TE: 2147483647, TD: 2147483647, SD: 0} -> MoveForward
